,Description,Category,SubCategory1,SubCategory2,SubCategory3
3920,Mrs suggests that there is something on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3921,Mrs. suggests that there is something on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3922,Mrs. believes that a roof covering has been blown off.,Waste,Bulky waste,Bulky waste,Bulky waste
3923,There is trash on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3924,They were dumped as rubble.,Waste,Bulky waste,Bulky waste,Bulky waste
3925,They were dumped as rubble by someone.,Waste,Bulky waste,Bulky waste,Bulky waste
3926,The person dumped them as rubble.,Waste,Bulky waste,Bulky waste,Bulky waste
3927,Someone dumped them.,Waste,Bulky waste,Bulky waste,Bulky waste
3928,Someone discarded them as rubble.,Waste,Bulky waste,Bulky waste,Bulky waste
3929,There is debris on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3930,The waste is on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3931,There is waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3932,The street has debris on it.,Waste,Bulky waste,Bulky waste,Bulky waste
3933,Is it possible to remove construction and demolition waste on public roads?,Waste,Bulky waste,Bulky waste,Bulky waste
3934,Is it possible to remove construction and demolition waste on public roads.,Waste,Bulky waste,Bulky waste,Bulky waste
3935,Is there a way to remove construction and demolition waste on public roads?,Waste,Bulky waste,Bulky waste,Bulky waste
3936,There is construction waste at the bench on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3937,The bench on the sidewalk has construction waste on it.,Waste,Bulky waste,Bulky waste,Bulky waste
3938,There are bags with stone at the bench on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3939,There are stones at the rear of the containers that are emptied at least twice a week.,Waste,Bulky waste,Bulky waste,Bulky waste
3940,There are stones at the back of the containers that are emptied at least twice a week.,Waste,Bulky waste,Bulky waste,Bulky waste
3941,There is a window in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
3942,Sir says there is a window in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
3943,Sir states that there is a window in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
3944,Sir points out that there is a window in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
3945,There are 12 stones behind the bushes in the lawn.,Waste,Bulky waste,Bulky waste,Bulky waste
3946,There are 12 stones behind the bushes and a cement bucket by the tree.,Waste,Bulky waste,Bulky waste,Bulky waste
3947,"There are 12 stones behind the bushes, and a bucket and debris by the tree.",Waste,Bulky waste,Bulky waste,Bulky waste
3948,Sir says there are 12 stones behind the bushes in the lawn.,Waste,Bulky waste,Bulky waste,Bulky waste
3949,There is a lot of junk at the rear.,Waste,Bulky waste,Bulky waste,Bulky waste
3950,There is a lot of junk at the back.,Waste,Bulky waste,Bulky waste,Bulky waste
3951,There has been a lot of waste in front of the porch for a week now.,Waste,Bulky waste,Bulky waste,Bulky waste
3952,"There is a lot of waste in front of the porch, some of it is in bags.",Waste,Bulky waste,Bulky waste,Bulky waste
3953,There are 7 bags of construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3954,There are seven bags of construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3955,There are 7 bags of debris.,Waste,Bulky waste,Bulky waste,Bulky waste
3956,It has been reported for the third time.,Waste,Bulky waste,Bulky waste,Bulky waste
3957,This is being reported for the third time.,Waste,Bulky waste,Bulky waste,Bulky waste
3958,The complaint says that more and more is being deposited.,Waste,Bulky waste,Bulky waste,Bulky waste
3959,There are two barrels of fire on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3960,There are tiles and a sink.,Waste,Bulky waste,Bulky waste,Bulky waste
3961,There are tiles and a broken sink.,Waste,Bulky waste,Bulky waste,Bulky waste
3962,There are tiles and a sink in this picture.,Waste,Bulky waste,Bulky waste,Bulky waste
3963,A broken sink and tiles.,Waste,Bulky waste,Bulky waste,Bulky waste
3964,There are tiles and a sink,Waste,Bulky waste,Bulky waste,Bulky waste
3965,There has been some construction waste since last Thursday.,Waste,Bulky waste,Bulky waste,Bulky waste
3966,There has been some construction waste since last week.,Waste,Bulky waste,Bulky waste,Bulky waste
3967,There is some construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
3968,Stones are near garbage containers.,Waste,Bulky waste,Bulky waste,Bulky waste
3969,Garbage containers have stones next to them.,Waste,Bulky waste,Bulky waste,Bulky waste
3970,There is a lot of waste on public roads.,Waste,Bulky waste,Bulky waste,Bulky waste
3971,There is a large amount of waste on public roads.,Waste,Bulky waste,Bulky waste,Bulky waste
3972,There is a lot of waste on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
3973,A number of plaster plates have fallen into the tunnel.,Waste,Bulky waste,Bulky waste,Bulky waste
3974,A number of plaster plates fell into the tunnel.,Waste,Bulky waste,Bulky waste,Bulky waste
3975,The customer says that they are on the neherkade.,Waste,Bulky waste,Bulky waste,Bulky waste
3976,A number of plaster plates fell into the tunnel as the customer said that they are now on the neherkade.,Waste,Bulky waste,Bulky waste,Bulky waste
3977,"A number of plaster plates fell into the tunnel, would you like to clear them up as soon as possible?",Waste,Bulky waste,Bulky waste,Bulky waste
3978,I waited until today to report the placement of metal plates and mesh at the intersection of Allard Piersonlaan.,Waste,Bulky waste,Bulky waste,Bulky waste
3979,There are metal plates and mesh at the intersection of Allard Piersonlaan.,Waste,Bulky waste,Bulky waste,Bulky waste
3980,I waited until today to find out if the metal plates and mesh had been reported.,Waste,Bulky waste,Bulky waste,Bulky waste
3981,"A lot of sand has been left behind in the street, which causes a nuisance for older people.",Waste,Bulky waste,Bulky waste,Bulky waste
3982,"A lot of sand has been left behind, which causes a nuisance in the street, and older people are afraid that the virus will move in the sand.",Waste,Bulky waste,Bulky waste,Bulky waste
3983,There is a shopping cart with paint pots.,Waste,Bulky waste,Bulky waste,Bulky waste
3984,There is a shopping cart in the street.,Waste,Bulky waste,Bulky waste,Bulky waste
3985,There is construction and demolition waste near the entrance of the football club.,Waste,Bulky waste,Bulky waste,Bulky waste
3986,The construction and demolition waste has been dumped near the entrance of the football club.,Waste,Bulky waste,Bulky waste,Bulky waste
3987,There is construction and demolition waste next to the football club.,Waste,Bulky waste,Bulky waste,Bulky waste
3988,"Construction waste, chemical waste, and bulky waste can be found.",Waste,Bulky waste,Bulky waste,Bulky waste
3989,"Construction waste, chemical waste, and bulky waste are included.",Waste,Bulky waste,Bulky waste,Bulky waste
3990,There are about 7 bags at the ORAC.,Waste,Bulky waste,Bulky waste,Bulky waste
3991,There are bags of construction waste at the ORAC.,Waste,Bulky waste,Bulky waste,Bulky waste
3992,Gips wasn't picked up after neighbors made an appointment.,Waste,Bulky waste,Bulky waste,Bulky waste
3993,Gips was not picked up after an appointment.,Waste,Bulky waste,Bulky waste,Bulky waste
3994,The construction and demolition waste has not been removed.,Waste,Bulky waste,Bulky waste,Bulky waste
3995,Construction and demolition waste has not been removed.,Waste,Bulky waste,Bulky waste,Bulky waste
3996,There are many stones in front of the street that is being renovated.,Waste,Bulky waste,Bulky waste,Bulky waste
3997,"There are many stones in front of the street that is being renovated, so that the construction waste can be seen.",Waste,Bulky waste,Bulky waste,Bulky waste
3998,There are garbage bags with sand on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
3999,The construction and demolition waste was dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
4000,There are construction and demolition waste dumps.,Waste,Bulky waste,Bulky waste,Bulky waste
4001,Waste from construction and demolition is dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
4002,There are sacks of debris on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4003,Construction debris on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4004,There are sacks on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4005,"The gentleman said that they left the tiles, green waste bin, and other items after making a bulky waste appointment.",Waste,Bulky waste,Bulky waste,Bulky waste
4006,There is rubble in the street and young people are playing with it.,Waste,Bulky waste,Bulky waste,Bulky waste
4007,The detector shows that there is rubble in the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4008,Someone will set the wood on fire if the owner doesn't remove it.,Waste,Bulky waste,Bulky waste,Bulky waste
4009,Someone will set it on fire if this isn't removed by the owner.,Waste,Bulky waste,Bulky waste,Bulky waste
4010,Someone will set the garage on fire if the owner doesn't remove it.,Waste,Bulky waste,Bulky waste,Bulky waste
4011,Local residents have placed tiles here.,Waste,Bulky waste,Bulky waste,Bulky waste
4012,The local residents have placed tiles here.,Waste,Bulky waste,Bulky waste,Bulky waste
4013,Local residents have put tiles here.,Waste,Bulky waste,Bulky waste,Bulky waste
4014,"Local residents have placed tiles here, these are still here.",Waste,Bulky waste,Bulky waste,Bulky waste
4015,Garbage bags on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4016,Garbage bags with soil are on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4017,Garbage bags with dirt on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4018,At the playground there is a concrete fireplace.,Waste,Bulky waste,Bulky waste,Bulky waste
4019,There is a concrete fireplace at the playground.,Waste,Bulky waste,Bulky waste,Bulky waste
4020,There is construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4021,The playground has a concrete fireplace and construction and demolition waste in the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4022,There are stones in a heap on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4023,There are stones on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4024,There are stones in a heap.,Waste,Bulky waste,Bulky waste,Bulky waste
4025,There are stones in a pile on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4026,"There are stones at the oracs, but not all of them have been removed.",Waste,Bulky waste,Bulky waste,Bulky waste
4027,"Sir doesn't want to get into trouble because it's not his, because someone put a pot of paint there.",Waste,Bulky waste,Bulky waste,Bulky waste
4028,Someone smashed a window with stones next to the containers.,Waste,Bulky waste,Bulky waste,Bulky waste
4029,A strange place along the way.,Waste,Bulky waste,Bulky waste,Bulky waste
4030,It looks like an empty gas bottle.,Waste,Bulky waste,Bulky waste,Bulky waste
4031,It appears to be an empty gas bottle.,Waste,Bulky waste,Bulky waste,Bulky waste
4032,A strange spot along the way.,Waste,Bulky waste,Bulky waste,Bulky waste
4033,The reporter told them to remove the tiles from the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4034,The reporter wants to know if there is a dryer or street tiles on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4035,The reporter asked if there was a dryer and street tiles on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4036,There are pipes next to the car tunnel.,Waste,Bulky waste,Bulky waste,Bulky waste
4037,There are drainage pipes near the car tunnel.,Waste,Bulky waste,Bulky waste,Bulky waste
4038,There are 50x50 tiles against a shed.,Waste,Bulky waste,Bulky waste,Bulky waste
4039,There are 50 tiles against a shed.,Waste,Bulky waste,Bulky waste,Bulky waste
4040,Someone left a toilet bowl there for a week and it doesn't belong to them.,Waste,Bulky waste,Bulky waste,Bulky waste
4041,Someone left a toilet bowl there for a week and it's not theirs to take away.,Waste,Bulky waste,Bulky waste,Bulky waste
4042,Someone left a toilet bowl there for a week and it isn't theirs to take away.,Waste,Bulky waste,Bulky waste,Bulky waste
4043,There are concrete blocks.,Waste,Bulky waste,Bulky waste,Bulky waste
4044,There are concrete blocks outdoors.,Waste,Bulky waste,Bulky waste,Bulky waste
4045,There are concrete blocks in a building.,Waste,Bulky waste,Bulky waste,Bulky waste
4046,There are concrete blocks,Waste,Bulky waste,Bulky waste,Bulky waste
4047,There is illegally dumped waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4048,"The illegally dumped waste includes bags, refrigerator, trunk of tree and ground.",Waste,Bulky waste,Bulky waste,Bulky waste
4049,"There are bags, a refrigerator, and a tree.",Waste,Bulky waste,Bulky waste,Bulky waste
4050,The container is on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4051,The reporter is afraid that the container will be thrown.,Waste,Bulky waste,Bulky waste,Bulky waste
4052,Children take out stones from a SUEZ container.,Waste,Bulky waste,Bulky waste,Bulky waste
4053,There were garden tiles left in the parking lot at the beginning of the year.,Waste,Bulky waste,Bulky waste,Bulky waste
4054,At the beginning of January 2020 there was a garden company that tiled someone's garden.,Waste,Bulky waste,Bulky waste,Bulky waste
4055,There were garden tiles left in the parking lot at the beginning of January 2020.,Waste,Bulky waste,Bulky waste,Bulky waste
4056,At the beginning of January 2020 there was a garden company that tiled someone's garden and then left with the necessary articles in the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4057,There is illegal dumping of construction waste behind the containers in the grass.,Waste,Bulky waste,Bulky waste,Bulky waste
4058,The waste was dumped behind the containers in the grass.,Waste,Bulky waste,Bulky waste,Bulky waste
4059,There are containers in the grass along the fence.,Waste,Bulky waste,Bulky waste,Bulky waste
4060,There were garden tiles left in the parking lot at the beginning of the year.,Waste,Bulky waste,Bulky waste,Bulky waste
4061,At the beginning of January 2020 there was a garden company that tiled someone's garden.,Waste,Bulky waste,Bulky waste,Bulky waste
4062,There were garden tiles left in the parking lot at the beginning of January 2020.,Waste,Bulky waste,Bulky waste,Bulky waste
4063,At the beginning of January 2020 there was a garden company that tiled someone's garden and then left with the necessary articles in the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4064,There is a lot of construction and demolition waste on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4065,There is a lot of waste on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4066,Most of the construction and demolition waste is in pockets.,Waste,Bulky waste,Bulky waste,Bulky waste
4067,"A report of bulky waste has been made and this has been collected, but the doors and rack are still there.",Waste,Bulky waste,Bulky waste,Bulky waste
4068,Children are playing and throwing tiles.,Waste,Bulky waste,Bulky waste,Bulky waste
4069,Will it still be picked up?,Waste,Bulky waste,Bulky waste,Bulky waste
4070,Children play and throw tiles.,Waste,Bulky waste,Bulky waste,Bulky waste
4071,This has been happening since before Christmas.,Waste,Bulky waste,Bulky waste,Bulky waste
4072,The children are playing and throwing tiles.,Waste,Bulky waste,Bulky waste,Bulky waste
4073,There are paint cans next to a container.,Waste,Chemical waste,Chemical waste,Chemical waste
4074,Paint cans are next to a container.,Waste,Chemical waste,Chemical waste,Chemical waste
4075,Paint cans are near a container.,Waste,Chemical waste,Chemical waste,Chemical waste
4076,ROC Mondriaan requested the removal of the stones in the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4077,There is a request from ROC Mondriaan to remove the stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4078,ROC Mondriaan requested that the stones be removed from the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4079,"The resident has been bothered by the local residents for a while, those residents leave all bulky waste and place it against the resident's hedge, making maintenance impossible.",Waste,Bulky waste,Bulky waste,Bulky waste
4080,There are two loose tiles and a cardboard box on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4081,There are 2 loose tiles and a cardboard box on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4082,Two loose tiles and a cardboard box are not off the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4083,The paint cans were dumped on the sidewalk in the morning.,Waste,Chemical waste,Chemical waste,Chemical waste
4084,There is a huge load of garden soil and wood in the firebreak behind the house on Curtisslaan 4.,Waste,Bulky waste,Bulky waste,Bulky waste
4085,There is a lot of garden soil and wood in the firebreak behind the house on Curtisslaan 4.,Waste,Bulky waste,Bulky waste,Bulky waste
4086,There is a huge load of garden soil and wood in the firebreak behind the house on Curtisslaan 4 and there is a report that has already been made.,Waste,Bulky waste,Bulky waste,Bulky waste
4087,There are tiles in the garden.,Waste,Bulky waste,Bulky waste,Bulky waste
4088,Garden tiles have been there for a while.,Waste,Bulky waste,Bulky waste,Bulky waste
4089,The garden tiles have been there for a while.,Waste,Bulky waste,Bulky waste,Bulky waste
4090,Garden tiles have been there for a long time.,Waste,Bulky waste,Bulky waste,Bulky waste
4091,The garden tiles have been there for a long time.,Waste,Bulky waste,Bulky waste,Bulky waste
4092,There are construction bags with stones on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4093,The green zoom car park has stone waste between it and the ehc entrance.,Waste,Bulky waste,Bulky waste,Bulky waste
4094,There are 2 places where stone waste is located at the green zoom car park.,Waste,Bulky waste,Bulky waste,Bulky waste
4095,The green zoom car park has stone waste in 2 places.,Waste,Bulky waste,Bulky waste,Bulky waste
4096,The stone was dumped on the sidewalk for 2 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4097,The stone was dumped on the sidewalk for two weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4098,Have been on the sidewalk for 2 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4099,There is stone storage on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4100,There is stone storage behind the path.,Waste,Bulky waste,Bulky waste,Bulky waste
4101,There is storage on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4102,The sidewalk has stone storage behind it.,Waste,Bulky waste,Bulky waste,Bulky waste
4103,A lot of things will be built near the barns.,Waste,Bulky waste,Bulky waste,Bulky waste
4104,There will be a lot of things built near the barns.,Waste,Bulky waste,Bulky waste,Bulky waste
4105,There is a lot of work to be done near the barns.,Waste,Bulky waste,Bulky waste,Bulky waste
4106,There will be a lot of things built behind the Blauwe Reigersingel.,Waste,Bulky waste,Bulky waste,Bulky waste
4107,Rubbish was dumped on the railway lane in front of the garage park.,Waste,Bulky waste,Bulky waste,Bulky waste
4108,There is a dump in front of the garage park.,Waste,Bulky waste,Bulky waste,Bulky waste
4109,Rubbish was dumped in front of the garage park again.,Waste,Bulky waste,Bulky waste,Bulky waste
4110,There is a railway lane in front of the garage park.,Waste,Bulky waste,Bulky waste,Bulky waste
4111,Mrs. had a bulky waste appointment.,Waste,Bulky waste,Bulky waste,Bulky waste
4112,Mrs had a bulky waste appointment.,Waste,Bulky waste,Bulky waste,Bulky waste
4113,There is a pile of garden tiles in the parking lot between the sportsingel and the golf course.,Waste,Bulky waste,Bulky waste,Bulky waste
4114,The end of the house put a toilet bowl here.,Waste,Bulky waste,Bulky waste,Bulky waste
4115,The end of the house placed a toilet bowl here.,Waste,Bulky waste,Bulky waste,Bulky waste
4116,The end of the house put a toilet bowl here during the night on Saturday and Sunday.,Waste,Bulky waste,Bulky waste,Bulky waste
4117,There was a toilet bowl at the end of the house.,Waste,Bulky waste,Bulky waste,Bulky waste
4118,A toilet bowl was placed at the end of the house.,Waste,Bulky waste,Bulky waste,Bulky waste
4119,The industrial area behind the range contains construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4120,The industrial area behind the range is home to construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4121,There is construction waste behind the range near the ditch.,Waste,Bulky waste,Bulky waste,Bulky waste
4122,There is a pile of construction and demolition waste on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4123,There is a lot of construction and demolition waste on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4124,There is a pile of waste on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4125,There is a lot of waste on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4126,There is a bag of stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4127,There is a bag of stones outside.,Waste,Bulky waste,Bulky waste,Bulky waste
4128,There is a bag of stones on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4129,There is a bag of stones outdoors.,Waste,Bulky waste,Bulky waste,Bulky waste
4130,There is a bag of stones,Waste,Bulky waste,Bulky waste,Bulky waste
4131,There are rubble cases on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4132,Pick up the rubble cases and tile on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4133,There are stones on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4134,Stones are on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4135,There are rocks on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4136,The sidewalk has stones on it.,Waste,Bulky waste,Bulky waste,Bulky waste
4137,There are a lot of stones on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4138,"There is a mountain of debris near the end of a built-up area on the road leading to the entrance to work, which some people think is a landfill.",Waste,Bulky waste,Bulky waste,Bulky waste
4139,There is a mountain of debris near the end of a built-up area on the road leading to the entrance to work.,Waste,Bulky waste,Bulky waste,Bulky waste
4140,The 5 car tires were dumped by other people.,Waste,Bulky waste,Bulky waste,Bulky waste
4141,Other people dumped 5 car tires on Mrs. bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4142,There is a lot of waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4143,Ms says that there is a lot of waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4144,Ms states that there is a lot of waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4145,There is a pile of things on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4146,"The toilet bowl is still there, but the waste has been removed.",Waste,Bulky waste,Bulky waste,Bulky waste
4147,"The toilet bowl is still there, but the garbage has been removed.",Waste,Bulky waste,Bulky waste,Bulky waste
4148,There are a number of concrete tiles at the Orac.,Waste,Bulky waste,Bulky waste,Bulky waste
4149,A number of concrete tiles are at the Orac.,Waste,Bulky waste,Bulky waste,Bulky waste
4150,There is a lot of construction waste on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4151,A lot of construction waste is on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4152,Is it possible to clean up the construction waste on the street?,Waste,Bulky waste,Bulky waste,Bulky waste
4153,Can the neighbors of number 9 clean up their mess?,Waste,Bulky waste,Bulky waste,Bulky waste
4154,There is a lot of construction waste in a paper bin.,Waste,Bulky waste,Bulky waste,Bulky waste
4155,A lot of construction waste is in a paper bin.,Waste,Bulky waste,Bulky waste,Bulky waste
4156,There is something on the side of the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4157,Is there something on the road?,Waste,Bulky waste,Bulky waste,Bulky waste
4158,There is something on the roadside.,Waste,Bulky waste,Bulky waste,Bulky waste
4159,There is something on the road along the cycle path.,Waste,Bulky waste,Bulky waste,Bulky waste
4160,There is something on the road near the cycle path.,Waste,Bulky waste,Bulky waste,Bulky waste
4161,There is a garden in a parking space.,Waste,Bulky waste,Bulky waste,Bulky waste
4162,The garden has been in the parking space for a while.,Waste,Bulky waste,Bulky waste,Bulky waste
4163,The garden has been in the parking space for a long time.,Waste,Bulky waste,Bulky waste,Bulky waste
4164,There has been a parking space for several months.,Waste,Bulky waste,Bulky waste,Bulky waste
4165,There is a parking space taken up by a pallet of stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4166,A parking space has been taken up by a pallet of stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4167,A parking space has been taken up by stones for at least 2 months.,Waste,Bulky waste,Bulky waste,Bulky waste
4168,There are all kinds of rubbish bags on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4169,"There are all kinds of rubbish bags on the street, and Mrs. would like to see them removed.",Waste,Bulky waste,Bulky waste,Bulky waste
4170,There are all kinds of garbage bags on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4171,There are a lot of rubbish bags on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4172,There is a pile of sand on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4173,Is this allowed like that on the sidewalk?,Waste,Bulky waste,Bulky waste,Bulky waste
4174,There is a lot of sand on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4175,Large bags of construction waste can be dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
4176,There are large bags of construction waste that need to be dumped.,Waste,Bulky waste,Bulky waste,Bulky waste
4177,There are large bags of construction waste that need to be discarded.,Waste,Bulky waste,Bulky waste,Bulky waste
4178,Large bags of construction waste should be thrown away.,Waste,Bulky waste,Bulky waste,Bulky waste
4179,The container has a sink next to it.,Waste,Bulky waste,Bulky waste,Bulky waste
4180,There is a sink near the container.,Waste,Bulky waste,Bulky waste,Bulky waste
4181,Next to the container is a sink.,Waste,Bulky waste,Bulky waste,Bulky waste
4182,There is a bag of debris.,Waste,Bulky waste,Bulky waste,Bulky waste
4183,A bag of debris from Egypt.,Waste,Bulky waste,Bulky waste,Bulky waste
4184,There's a bag of debris.,Waste,Bulky waste,Bulky waste,Bulky waste
4185,Been here for over a week.,Waste,Bulky waste,Bulky waste,Bulky waste
4186,Construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4187,Construction waste and bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4188,Chunky waste and construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4189,There are bricks in a parking space.,Waste,Bulky waste,Bulky waste,Bulky waste
4190,The parking space has bricks in it.,Waste,Bulky waste,Bulky waste,Bulky waste
4191,There are bricks in a parking space,Waste,Bulky waste,Bulky waste,Bulky waste
4192,There is a bag in this place for more than 6 weeks. How long before they clean it up?,Waste,Bulky waste,Bulky waste,Bulky waste
4193,The residents of Softballplein 4 have a bag that has been in this place for more than six weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4194,The residents of Softballplein 4 have a bag that has been in this place for more than 6 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4195,The residents of Softballplein 4 have a bag that has been in this place for more than 6 weeks. How long before they clean it up?,Waste,Bulky waste,Bulky waste,Bulky waste
4196,"When excavation work was done, they left behind two piles of sand and stones.",Waste,Bulky waste,Bulky waste,Bulky waste
4197,They excavated under the sidewalk and left behind two piles of sand and stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4198,A few months ago they excavated under the sidewalk and left behind two piles of sand and stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4199,"Two weeks have passed since the field was refurbished, but there are still paving stones.",Waste,Bulky waste,Bulky waste,Bulky waste
4200,There are still paving stones on the football field that has been refurbished.,Waste,Bulky waste,Bulky waste,Bulky waste
4201,"The field has been refurbished, but there are still paving stones.",Waste,Bulky waste,Bulky waste,Bulky waste
4202,It is illegal to dispose of bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4203,The illegal disposal of bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4204,There is illegal disposal of bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4205,There are two large bags with sand at the corner of Laan van Human Rights.,Waste,Bulky waste,Bulky waste,Bulky waste
4206,There are two large bags with sand at the corner.,Waste,Bulky waste,Bulky waste,Bulky waste
4207,The green border has a toilet bowl in it.,Waste,Bulky waste,Bulky waste,Bulky waste
4208,There is a green border with a toilet bowl in it.,Waste,Bulky waste,Bulky waste,Bulky waste
4209,Construction waste and bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4210,Chunky waste and construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4211,There are construction waste and bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4212,Heavy waste and construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4213,There is a lot of construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4214,There is a mountain of construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4215,There is a huge amount of construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4216,There is a large amount of construction and demolition waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4217,There is a mountain of construction and demolition waste according to Ms.,Waste,Bulky waste,Bulky waste,Bulky waste
4218,There is paper and construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4219,Construction waste and paper.,Waste,Bulky waste,Bulky waste,Bulky waste
4220,Paper and construction waste can be hazardous.,Waste,Bulky waste,Bulky waste,Bulky waste
